Case Number,Date,Year,Type,Country,Area,Activity,Age,Fatal (Y/N),Sex,Month
2001.08.19.a,19-Aug-2001,2001,Unprovoked,USA,Florida,Surfing,17,N,F,Aug
2001.08.18.c,18-Aug-2001,2001,Unprovoked,USA,Florida,Surfing,20,N,M,Aug
2001.08.18.b,18-Aug-2001,2001,Unprovoked,USA,Florida,Surfing,19,N,M,Aug
2001.08.18.a,18-Aug-2001,2001,Unprovoked,USA,Florida,Surfing,19,N,M,Aug
2001.08.16,16-Aug-2001,2001,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,43,N,M,Aug
2001.08.04,04-Aug-2001,2001,Unprovoked,BAHAMAS,Grand Bahama Island,Swimming,36,N,M,Aug
2001.07.15.b,15-Jul-2001,2001,Unprovoked,USA,Florida,Surfing,48,N,M,Jul
2001.07.15.a,15-Jul-2001,2001,Unprovoked,USA,Florida,Boogie boarding,18,N,M,Jul
2001.07.06.b,06-Jul-2001,2001,Unprovoked,MEXICO,Baja California,Surfing,42,N,M,Jul
2001.06.12,12-Jun-2001,2001,Unprovoked,USA,Texas,Swimming,14,N,M,Jun
2001.06.10,10-Jun-2001,2001,Provoked,USA,California,Spearfishing,52,N,M,Jun
2001.06.03,03-Jun-2001,2001,Unprovoked,USA,South Carolina,Wading,29,N,F,Jun
2001.05.23 ,23-May-2001,2001,Unprovoked,USA,South Carolina,Swimming,11,N,M,May
2001.05.18,18-May-2001,2001,Provoked,PHILIPPINES,Zamboanga del Sur Province,Shark fishing,24,N,M,May
2001.05.08,08-May-2001,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,26,N,M,May
2001.05.03,03-May-2001,2001,Unprovoked,USA,Florida,Surfing,45,N,M,May
2001.04.28,28-Apr-2001,2001,Unprovoked,USA,Florida,Boogie boarding,14,N,M,Apr
2001.04.13.b,13-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,16,N,M,Apr
2001.04.13.a,13-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,12,N,M,Apr
2001.04.12.d,12-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,38,N,M,Apr
2001.04.12.c,12-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,21,N,M,Apr
2001.04.12.b,12-Apr-2001,2001,Unprovoked,USA,Florida,Body boarding,12,N,M,Apr
2001.04.12.a,12-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,22,N,M,Apr
2001.04.11.d,11-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,19,N,M,Apr
2001.04.11.c,11-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,22,N,M,Apr
2001.04.10,10-Apr-2001,2001,Unprovoked,USA,Florida,Surfing,16,N,unknown,Apr
2001.04.08.b,08-Apr-2001,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,46,N,M,Apr
2001.04.02.a,02-Apr-2001,2001,Unprovoked,AUSTRALIA,New South Wales,Surfing,40,N,M,Apr
2001.03.03,03-Mar-2001,2001,Unprovoked,BRAZIL,Pernambuco,Swimming,20,Y,M,Mar
2001.02.04,04-Feb-2001,2001,Unprovoked,AUSTRALIA,New South Wales,Surfing,40,N,M,Feb
2001.01.24.R,Reported  24-Jan-2001,2001,Boating,AUSTRALIA,New South Wales,Kayaking,35,N,M,Jan
2001.01.24,24-Jan-2001,2001,Unprovoked,CUBA,Holquin Province,Swimming,55,N,F,Jan
2000.12.24,24-Dec-2000,2000,Unprovoked,AUSTRALIA,Queensland,Scuba diving,23,N,M,Dec
2000.12.03,03-Dec-2000,2000,Unprovoked,AUSTRALIA,Queensland,Spearfishing,38,N,M,Dec
2000.11.18,17-Nov-2000,2000,Unprovoked,USA,Florida,Swimming,73,N,M,Nov
2000.11.06.b,06-Nov-2000,2000,Unprovoked,AUSTRALIA,Western Australia,Swimming,52,N,M,Nov
2000.11.06.a,06-Nov-2000,2000,Unprovoked,AUSTRALIA,Western Australia,Swimming,49,Y,M,Nov
2000.11.04,04-Nov-2000,2000,Unprovoked,USA,California,Surfing,27,N,M,Nov
2000.10.29,29-Oct-2000,2000,Boating,AUSTRALIA,Queensland,Fishing ,31,N,unknown,Oct
2000.10.20,20-Oct-2000,2000,Unprovoked,USA,Florida,Surfing,23,N,M,Oct
2000.10.14,14-Oct-2000,2000,Unprovoked,USA,Florida,Swimming,69,N,M,Oct
2000.10.09,09-Oct-2000,2000,Unprovoked,USA,Florida,Surfing,17,N,M,Oct
2000.10.06.b,06-Oct-2000,2000,Unprovoked,USA,Florida,Surfing,23,N,M,Oct
2000.10.06.a,06-Oct-2000,2000,Unprovoked,USA,Florida,Body surfing,11,N,M,Oct
2000.10.02,02-Oct-2000,2000,Unprovoked,USA,North Carolina,Surfing,24,N,M,Oct
2000.09.25,25-Sep-2000,2000,Unprovoked,AUSTRALIA,South Australia,Surfing,17,Y,M,Sep
2000.09.24,24-Sep-2000,2000,Unprovoked,AUSTRALIA,South Australia,Surfing,25,Y,M,Sep
2000.09.16.b,16-Sep-2000,2000,Unprovoked,OKINAWA,Miyako Island,Surfing,31,Y,M,Sep
2000.09.12,12-Sep-2000,2000,Unprovoked,USA,Florida,Surfing,26,N,F,Sep
2000.09.10.a,10-Sep-2000,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,48,N,M,Sep
2000.09.08.c,08-Sep-2000,2000,Unprovoked,TANZANIA,unknown,Swimming,28,Y,M,Sep
2000.09.08.b,08-Sep-2000,2000,Unprovoked,USA,Florida,Wading,40,N,M,Sep
2000.09.08.a,08-Sep-2000,2000,Unprovoked,REUNION,Saint-Pierre,Surfing,27,N,M,Sep
2000.08.31,31-Aug-2000,2000,Unprovoked,USA,Florida,Swimming,47,N,M,Aug
2000.08.12,12-Aug-2000,2000,Unprovoked,USA,Florida,Standing,44,N,F,Aug
2000.07.22,22-Jul-2000,2000,Unprovoked,USA,Florida,Snorkeling,45,N,F,Jul
2000.07.17,17-Jul-2000,2000,Unprovoked,USA,North Carolina,Surfing,16,N,M,Jul
2000.07.16.b,16-Jul-2000,2000,Unprovoked,USA,North Carolina,Surfing,14,N,M,Jul
2000.07.16.a,16-Jul-2000,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,15,N,M,Jul
2000.07.15.b,15-Jul-2000,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,18,N,M,Jul
2000.07.12,12-Jul-2000,2000,Unprovoked, TONGA,Minerva Reef,Scuba diving,69,N,M,Jul
2000.07.10,10-Jul-2000,2000,Unprovoked,USA,Florida,Wading,13,N,M,Jul
2000.07.09,09-Jul-2000,2000,Unprovoked,USA,Florida,Swimming ,41,N,M,Jul
2000.07.06,06-Jul-2000,2000,Unprovoked,USA,North Carolina,Playing,12,N,F,Jul
2000.07.04.b,04-Jul-2000,2000,Unprovoked,USA,Florida,Wading,20,N,F,Jul
2000.07.02.b,02-Jul-2000,2000,Unprovoked,USA,Florida,Wading,13,N,F,Jul
2000.07.02.a,02-Jul-2000,2000,Unprovoked,USA,Florida,Standing,19,N,F,Jul
2000.06.19,19-Jun-2000,2000,Unprovoked,USA,Florida,Standing,52,N,M,Jun
2000.06.10,10-Jun-2000,2000,Unprovoked,USA,Texas,Surfing,17,N,M,Jun
2000.06.09.b,09-Jun-2000,2000,Unprovoked,USA,Alabama,Swimming,55,N,M,Jun
2000.06.09.a,09-Jun-2000,2000,Unprovoked,USA,Alabama,Swimming ,44,N,M,Jun
2000.06.02,02-Jun-2000,2000,Unprovoked,USA,Florida,Snorkeling,13,N,M,Jun
2000.04.14,14-Apr-2000,2000,Unprovoked,USA,Florida,Walking,34,N,M,Apr
2000.03.30,30-Mar-2000,2000,Unprovoked,AUSTRALIA,Queensland,Swimming,26,N,M,Mar
2000.03.26,26-Mar-2000,2000,Unprovoked,USA,Florida,Boogie boarding,14,N,F,Mar
2000.03.24,24-Mar-2000,2000,Unprovoked,USA,Florida,Surfing,37,N,M,Mar
2000.03.15,15-Mar-2000,2000,Unprovoked,NEW CALEDONIA,North Province,Spearfishing,35,Y,M,Mar
2000.02.03,03-Feb-2000,2000,Unprovoked,NEW ZEALAND,South Island,Surfing,12,N,M,Feb
2000.02.01,01-Feb-2000,2000,Unprovoked,AUSTRALIA,South Australia,Surfing,26,N,M,Feb
2000.01.05,05-Jan-2000,2000,Unprovoked,THAILAND,Phang nga Province,Diving,35,Y,M,Jan
1999.12.31.c,31-Dec-1999,1999,Unprovoked,NEW ZEALAND,South Island,Surfing,15,N,M,Dec
1999.12.31.b,31-Dec-1999,1999,Unprovoked,NEW ZEALAND,South Island,Swimming,13,N,F,Dec
1999.12.31.a,31-Dec-1999,1999,Unprovoked,NEW ZEALAND,South Island,Bathing,12,N,F,Dec
1999.12.26,26-Dec-1999,1999,Unprovoked,BRAZIL,Pernambuco,Surfing,18,N,M,Dec
1999.12.02,02-Dec-1999,1999,Unprovoked,USA,Florida,Surfing,35,N,M,Dec
1999.11.30,30-Nov-1999,1999,Unprovoked,USA,Florida,Surfing,19,N,M,Nov
1999.11.23,23-Nov-1999,1999,Unprovoked,USA,Hawaii,Swimming,51,N,F,Nov
1999.11.13,13 -Nov-1999,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,35,N,M,Nov
1999.10.30.b,30-Oct-1999,1999,Unprovoked,USA,Florida,Body boarding,45,N,M,Oct
1999.10.30.a,30-Oct-1999,1999,Unprovoked,USA,Florida,Body surfing,13,N,M,Oct
1999.09.18,19-Sep-1999,1999,Unprovoked,USA,California,Kayaking,37,N,M,Sep
1999.09.16,Reported 16-Sep-1999,1999,Unprovoked,USA,Florida,Wading,61,N,F,Sep
1999.09.10,10-Sep-1999,1999,Unprovoked,USA,South Carolina,Wading,10,N,F,Sep
1999.09.05,05-Sep-1999,1999,Unprovoked,USA,Florida,Surfing,13,N,M,Sep
1999.08.26,26-Aug-1999,1999,Unprovoked,USA,Florida,Surfing,28,N,M,Aug
1999.08.23,23-Aug-1999,1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Fishing,23,N,M,Aug
1999.08.21,21-Aug-1999,1999,Unprovoked,USA,Florida,Surfing,17,N,M,Aug
1999.08.05.a,05-Aug-1999,1999,Unprovoked,USA,Florida,Body surfing,62,N,M,Aug
1999.07.29,29-Jul-1999,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,42,N,M,Jul
1999.07.21,21-Jul-1999,1999,Unprovoked,USA,Hawaii,Surfing,43,N,M,Jul
1999.07.15,15-Jul-1999,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Boogie boarding,14,Y,M,Jul
1999.07.03,03-Jul-1999,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,29,N,M,Jul
1999.06.17,17-Jun-1999,1999,Unprovoked,USA,Florida,Surfing,21,N,M,Jun
1999.06.12,12-Jun-1999,1999,Unprovoked,USA,Florida,Swimming,41,N,M,Jun
1999.05.29,29-May-1999,1999,Unprovoked,AUSTRALIA,South Australia,Windsurfing,22,Y,M,May
1999.05.01,01-May-1999,1999,Unprovoked,BRAZIL,Pernambuco,Surfing,21,N,M,May
1999.04.22,22-Apr-1999,1999,Unprovoked,MAURITIUS,Grand Baie,Swimming,41,N,F,Apr
1999.04.01,01-Apr-1999,1999,Unprovoked,USA,Florida,Surfing,14,N,M,Apr
1999.03.14.a,14-Mar-1999,1999,Provoked,NEW ZEALAND,unknown,Fishing,28,N,M,Mar
1999.02.23,23-Feb-1999,1999,Unprovoked,AUSTRALIA,New South Wales,Surfing,35,N,M,Feb
1999.02.03,03-Feb-1999,1999,Unprovoked,USA,Florida,Surfing,25,N,M,Feb
1999.01.29,29-Jan-1999,1999,Unprovoked,MAURITIUS,unknown,Spearfishing,47,N,M,Jan
1998.12.24,24-Dec-1998,1998,Provoked,USA,Florida,Surfing,19,N,M,Dec
1998.12.22,22-Dec-1998,1998,Unprovoked,AUSTRALIA,South Australia,Standing,21,N,F,Dec
1998.12.20.R,Reported 20-Dec-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,18,N,M,Dec
1998.12.15,15-Dec-1998,1998,Unprovoked,AUSTRALIA,South Australia,Surfing,21,N,F,Dec
1998.11.14,14-Nov-1998,1998,Unprovoked,USA,Florida,Surfing,14,N,M,Nov
1998.11.11,11-Nov-1998,1998,Unprovoked,USA,Florida,Walking,13,N,M,Nov
1998.11.05,05-Nov-1998,1998,Unprovoked,USA,Oregon,Surfing,32,N,M,Nov
1998.11.02.a,02-Nov-1998,1998,Unprovoked,BRAZIL,Pernambuco,Surfing,22,Y,M,Nov
1998.10.24,24-Oct-1998,1998,Unprovoked,USA,Florida,Swimming,17,N,F,Oct
1998.10.18,18-Oct-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,30,N,M,Oct
1998.10.04,04-Oct-1998,1998,Unprovoked,BRAZIL,Pernambuco,Surfing,17,N,M,Oct
1998.09.22,22-Sep-1998,1998,Unprovoked,USA,Florida,Surfing,18,N,M,Sep
1998.09.14,14-Sep-1998,1998,Unprovoked,USA,Florida,Surfing,28,N,M,Sep
1998.08.30,30-Aug-1998,1998,Unprovoked,USA,Florida,Surfing,26,N,M,Aug
1998.08.26,26-Aug-1998,1998,Unprovoked,USA,California,Boogie boarding,16,N,M,Aug
1998.08.15,15-Aug-1998,1998,Unprovoked,BAHAMAS,Berry Islands,Spearfishing,28,N,M,Aug
1998.08.01.a,01-Aug-1998,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,24,N,M,Aug
1998.07.25,25-Jul-1998,1998,Unprovoked,USA,Florida,Surfing,13,N,M,Jul
1998.07.06.b,06-Jul-1998,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Wading,47,N,M,Jul
1998.07.11,11-Jul-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,16,N,M,Jul
1998.07.06.a,06-Jul-1998,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,10,N,M,Jul
1998.06.28.a,28-Jun-1998,1998,Unprovoked,AUSTRALIA,South Australia,Free diving for abalone,26,Y,M,Jun
1998.06.08,08-Jun-1998,1998,Unprovoked,USA,Florida,Surfing,18,N,M,Jun
1998.05.30,30-May-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,17,N,M,May
1998.05.29.b,29-May-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,15,N,M,May
1998.05.29.a,29-May-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,16,N,M,May
1998.05.25,25-May-1998,1998,Unprovoked,USA,Florida,Surfing,40,N,M,May
1998.05.16.c,16-May-1998,1998,Unprovoked,USA,Florida,Swimming,14,N,F,May
1998.05.16.a,16-May-1998,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,22,N,M,May
1998.04.17,17-Apr-1998,1998,Provoked,USA,Florida,Scuba diving,16,N,M,Apr
1998.03.31,31-Mar-1998,1998,Unprovoked,USA,Florida,Swimming,40,N,M,Mar
1998.01.25.a,25-Jan-1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,21,N,M,Jan
1998.01.14,14-Jan-1998,1998,Unprovoked,MOZAMBIQUE,Maputo Province,Surfing,23,N,M,Jan
1997.12.28.b,28-Dec-1997,1997,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,39,Y,M,Dec
1997.11.05.R,Reported 05-Nov-1997,1997,Unprovoked,USA,Florida,Swimming,32,N,M,Nov
1997.10.28.b,28-Oct-1997,1997,Unprovoked,AUSTRALIA,Western Australia,Surf-skiing,51,N,M,Oct
1997.10.24,24-Oct-1997,1997,Unprovoked,USA,Florida,Surfing,23,N,M,Oct
1997.10.21,21-Oct-1997,1997,Unprovoked,USA,Florida,Surfing,12,N,M,Oct
1997.10.04,04-Oct-1997,1997,Unprovoked,USA,Florida,Swimming,14,N,F,Oct
1997.09.16,16-Sep-1997,1997,Unprovoked,BRAZIL,Pernambuco,Swimming,20,Y,M,Sep
1997.09.09,09-Sep-1997,1997,Unprovoked,USA,Florida,Surfing,12,N,M,Sep
1997.09.08,08-Sep-1997,1997,Unprovoked,USA,Florida,Surfing,17,N,unknown,Sep
1997.09.06,06-Sep-1997,1997,Unprovoked,USA,Florida,Surfing,20,N,M,Sep
1997.08.30,30-Aug-1997,1997,Unprovoked,USA,Florida,Surfing,18,N,M,Aug
1997.08.24,24-Aug-1997,1997,Unprovoked,USA,California,Surfing (sitting on his board),29,N,M,Aug
1997.08.11.b,11-Aug-1997,1997,Unprovoked,EGYPT,Red Sea,Fishing,17,N,M,Aug
1997.08.11.a,11-Aug-1997,1997,Unprovoked,EGYPT,Red Sea,Fishing,16,Y,M,Aug
1997.08.10,10-Aug-1997,1997,Unprovoked,USA,Florida,Boogie boarding,17,N,M,Aug
1997.08.05,05-Aug-1997,1997,Unprovoked,USA,Texas,Wading,10,N,F,Aug
1997.08.02.b,02-Aug-1997,1997,Unprovoked,USA,Florida,Body surfing,17,N,M,Aug
1997.07.27,27-Jul-1997,1997,Unprovoked,AUSTRALIA,Queensland,Surfing,19,N,M,Jul
1997.07.21,21-Jul-1997,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,25,Y,M,Jul
1997.07.14,14-Jul-1997,1997,Unprovoked,USA,South Carolina,Standing,50,N,M,Jul
1997.06.15,15-Jun-1997,1997,Unprovoked,FIJI,Taveuni,Snorkeling,47,N,F,Jun
1997.06.09,09-Jun-1997,1997,Unprovoked,USA,Florida,Surfing,18,N,M,Jun
1997.05.31.c,31-May-1997,1997,Unprovoked,USA,Florida,Spearfishing,35,N,M,May
1997.05.31.b,31-May-1997,1997,Unprovoked,USA,Florida,Surfing,34,N,M,May
1997.05.31.a,31-May-1997,1997,Unprovoked,USA,Florida,Surfing,12,N,M,May
1997.05.26,26-May-1997,1997,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,54,N,M,May
1997.04.20,20-Apr-1997,1997,Unprovoked,BRAZIL,Rio de Janeiro,Windsurfing,22,N,M,Apr
1997.02.28.b,28-Feb-1997,1997,Unprovoked,AUSTRALIA,Queensland,Swimming,21,N,F,Feb
1997.01.25,25-Jan-1997,1997,Unprovoked,AUSTRALIA,Queensland,Snorkeling,27,N,M,Jan
1997.01.20,20-Jan-1997,1997,Unprovoked,AUSTRALIA,Western Australia,Windsurfing,41,Y,M,Jan
1996.11.29.a,29-Nov-1996,1996,Unprovoked,USA,California,Surfing,45,N,M,Nov
1996.11.18,18-Nov-1996,1996,Unprovoked,USA,Florida,Surfing,26,N,M,Nov
1996.10.05.,05-Oct-1996,1996,Unprovoked,USA,California,Surfing,22,N,M,Oct
1996.10.03.b,03-Oct-1996,1996,Unprovoked,USA,Florida,Surfing,21,N,M,Oct
1996.10.03.a,03-Oct-1996,1996,Unprovoked,USA,California,Surfing,31,N,M,Oct
1996.09.18,18-Sep-1996,1996,Unprovoked,USA,Florida,Swimming,14,N,M,Sep
1996.09.06.b,06-Sep-1996,1996,Unprovoked,NEW ZEALAND,Chatham Islands ,Diving for abalone,23,N,M,Sep
1996.09.02.a,02-Sep-1996,1996,Unprovoked,USA,Florida,Sitting on surfboard,28,N,M,Sep
1996.09.01.a,01-Sep-1996,1996,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,29,N,M,Sep
1996.08.13,13-Aug-1996,1996,Unprovoked,USA,California,Free diving for abalone,36,N,M,Aug
1996.07.23.b,23-Jul-1996,1996,Unprovoked,OKINAWA,Miyako,Swimming,52,Y,M,Jul
1996.07.21,21-Jul-1996,1996,Unprovoked,USA,Massachusetts,Swimming,46,N,M,Jul
1996.07.04.b,04-Jul-1996,1996,Unprovoked,USA,Florida,Standing,63,N,F,Jul
1996.07.04.a,04-Jul-1996,1996,Unprovoked,BAHAMAS,Cat Cay,Diving,24,N,M,Jul
1996.06.25,25-Jun-1996,1996,Unprovoked,USA,South Carolina,Body surfing,24,N,F,Jun
1996.05.28,28-May-1996,1996,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,17,N,M,May
1996.05.18,18-May-1996,1996,Unprovoked,USA,Florida,Surfing,22,N,M,May
1996.05.07,07-May-1996,1996,Unprovoked,USA,Florida,Surfing,27,N,M,May
1996.04.25.b,25-Apr-1996,1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,11,N,M,Apr
1996.04.25.a,25-Apr-1996,1996,Unprovoked,AUSTRALIA,New South Wales,Swimming,16,N,F,Apr
1996.01.23,23-Jan-1996,1996,Provoked,USA,Florida,Wading,33,N,M,Jan
1996.01.22,22-Jan-1996,1996,Unprovoked,AUSTRALIA,Queensland,Swimming,13,N,F,Jan
1996.01.10,10-Jan-1996,1996,Unprovoked,REUNION,Saint-Paul ,Surfing,25,Y,M,Jan
1995.10.28.R,Reported 28-Oct-1995,1995,Unprovoked,USA,Florida,Boogie boarding,13,N,M,Oct
1995.10.21,21-Oct-1995,1995,Unprovoked,USA,Florida,Surfing,17,N,M,Oct
1995.10.01,01-Oct-1995,1995,Unprovoked,USA,Florida,Surfing,39,N,M,Oct
1995.09.30.b,30-Sep-1995,1995,Unprovoked,USA,Florida,Surfing,14,N,M,Sep
1995.09.30.a,30-Sep-1995,1995,Unprovoked,USA,Florida,Surfing,17,N,M,Sep
1995.09.28,28-Sep-1995,1995,Unprovoked,USA,California,Windsurfing,25,N,M,Sep
1995.09.19.,19-Sep-1995,1995,Unprovoked,USA,Florida,Surfing,19,N,M,Sep
1995.09.17,17-Sep-1995,1995,Unprovoked,USA,Florida,Swimming,19,N,F,Sep
1995.09.13,13-Sep-1995,1995,Unprovoked,USA,Florida,Scuba diving,25,Y,M,Sep
1995.08.31.b,31-Aug-1995,1995,Unprovoked,USA,Florida,Surfing,19,N,M,Aug
1995.08.26/b,26-Aug-1995,1995,Unprovoked,USA,Florida,Surfing,16,N,M,Aug
1995.08.26.a,26-Aug-1995,1995,Unprovoked,USA,Florida,Surfing,18,N,M,Aug
1995.08.25,25-Aug-1995,1995,Unprovoked,USA,North Carolina,Swimming,16,N,M,Aug
1995.08.22.c,22-Aug-1995,1995,Unprovoked,USA,North Carolina,Swimming ,23,N,M,Aug
1995.08.22.a,22-Aug-1995,1995,Unprovoked,USA,Florida,Surfing,19,N,M,Aug
1995.08.19,19-Aug-1995,1995,Unprovoked,TONGA,Vava’u,Fishing,18,N,M,Aug
1995.08.15,15-Aug-1995,1995,Unprovoked,USA,Florida,Wading,20,N,M,Aug
1995.08.10.b,10-Aug-1995,1995,Unprovoked,USA,Florida,Surfing,20,N,M,Aug
1995.08.07,07-Aug-1995,1995,Unprovoked,USA,Florida,Body boarding,12,N,M,Aug
1995.07.28.c,28-Jul-1995,1995,Unprovoked,USA,Florida,Surfing,18,N,M,Jul
1995.07.28.b,28-Jul-1995,1995,Unprovoked,USA,Florida,Standing,18,N,M,Jul
1995.07.23,23-Jul-1995,1995,Unprovoked,USA,Florida,Body boarding,47,N,M,Jul
1995.07.07,07-Jul-1995,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,18,Y,M,Jul
1984.11.08,08-Nov-1984,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,14,N,M,Nov
1995.07.06,06-Jul-1995,1995,Unprovoked,USA,Texas,Surfing,34,N,M,Jul
1995.07.03,03-Jul-1995,1995,Provoked,USA,Mississippi,Fishing,32,N,F,Jul
1995.06.17.a,17-Jun-1995,1995,Unprovoked,USA,Florida,Swimming,45,N,M,Jun
1995.06.16,16-Jun-1995,1995,Unprovoked,USA,Florida,Swimming,10,N,F,Jun
1995.06.14,14-Jun-1995,1995,Unprovoked,USA,Hawaii,Swimming,38,N,M,Jun
1995.06.13,13-Jun-1995,1995,Unprovoked,HONG KONG,Clearwater Bay,Swimming,45,Y,F,Jun
1995.06.02,02-Jun-1995,1995,Unprovoked,HONG KONG,New Territories,Swimming,29,Y,M,Jun
1995.05.31,31-May-1995,1995,Unprovoked,HONG KONG,New Territories,Diving,44,Y,unknown,May
1995.05.26,26-May-1995,1995,Unprovoked,USA,Florida,Surfing,15,N,M,May
1995.05.12,12-May-1995,1995,Unprovoked,SOUTH KOREA,unknown,Diving for abalone,44,Y,F,May
1995.03.11,11-Mar-1995,1995,Unprovoked,AUSTRALIA,South Australia,Surfing,35,N,M,Mar
1995.02.19,19-Feb-1995,1995,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,22,N,M,Feb
1995.01.24,24-Jan-1995,1995,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,14,Y,M,Jan
1995.01.02,02-Jan-1995,1995,Unprovoked,BRAZIL,Pernambuco,Surfing,17,N,M,Jan
1994.12.30,30-Dec-1994,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,26,N,M,Dec
1994.10.05,05-Oct-1994,1994,Unprovoked,USA,Florida,Surfing,16,N,M,Oct
1994.09.26,26-Sep-1994,1994,Unprovoked,USA,South Carolina,Swimming,30,N,F,Sep
1994.09.21,21-Sep-1994,1994,Unprovoked,USA,Oregon,Surfing,43,N,M,Sep
1994.07.24,24-Jul-1994,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,15,N,M,Jul
1994.07.09.c,09-Jul-1994,1994,Unprovoked,REUNION,Saint-Denis,Windsurfing,24,Y,M,Jul
1994.07.09.b,09-Jul-1994,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,22,Y,M,Jul
1994.07.09.a,09-Jul-1994,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,31,N,M,Jul
1994.07.08.a,08-Jul-1994,1994,Unprovoked,USA,Florida,Surfing,15,N,M,Jul
1994.06.24,24-Jun-1994,1994,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,30,N,M,Jun
1994.05.31.b,31-May-1994,1994,Unprovoked,USA,Florida,Surfing,24,N,M,May
1994.05.28,28-May-1994,1994,Unprovoked,USA,Florida,Spearfishing,35,N,M,May
1994.05.24,24-May-1994,1994,Unprovoked,USA,Florida,Wading,36,N,F,May
1994.05.23,23-May-1994,1994,Unprovoked,USA,Florida,Wading,26,N,M,May
1994.05.15,15-May-1994,1994,Unprovoked,USA,Florida,Surfing,22,N,M,May
1994.03.01,01-Mar-1994,1994,Unprovoked,BRAZIL,Pernambuco,Surfing,25,N,M,Mar
1994.02.19,19-Feb-1994,1994,Unprovoked,USA,Florida,Surfing,23,N,M,Feb
1994.02.12,12-Feb-1994,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,15,N,M,Feb
1994.01.30,30-Jan-1994,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Windsurfing,44,N,M,Jan
1994.01.03,03-Jan-1994,1994,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,33,N,M,Jan
1993.11.28,28-Nov-1993,1993,Unprovoked,USA,Florida,Swimming,30,N,M,Nov
1993.10.30,30-Oct-1993,1993,Unprovoked,USA,California,Surfing,26,N,M,Oct
1993.10.26,26-Oct-1993,1993,Unprovoked,USA,Florida,Swimming,26,N,F,Oct
1993.10.10,10-Oct-1993,1993,Boating,USA,California,Kayaking,34,N,F,Oct
1993.09.30,30-Sep-1993,1993,Unprovoked,SOMALIA,Banaadir Region,Swimming,21,Y,M,Sep
1993.09.26,26-Sep-1993,1993,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,36,N,M,Sep
1993.09.16.b,16-Sep-1993,1993,Unprovoked,EL SALVADOR,La Libertad,Surfing,15,N,unknown,Sep
1993.09.16.a,16-Sep-1993,1993,Unprovoked,EL SALVADOR,La Libertad,Surfing,17,Y,M,Sep
